cis_safeguard_id, control                                  , name                                                                                                                  , level, category           , provisional
CIS8.4          , audit-retention-configured               , CIS - Ensure Security Auditing Retention Is Enabled                                                                   ,     1, audit              , true
CIS8.3          , access-to-audit-records-controlled       , CIS - Ensure Access to Audit Records Is Controlled                                                                    ,     1, audit              , true
CIS4.1          , bonjour-advertising-disabled             , CIS - Ensure Bonjour Advertising Services Is Disabled (MDM Required)                                                  ,     1, network            , true
CIS4.1          , http-server-disabled                     , CIS - Ensure HTTP Server Is Disabled                                                                                  ,     1, network            , true
CIS4.1          , nfs-server-disabled                      , CIS - Ensure NFS Server Is Disabled                                                                                   ,     1, network            , true
CIS3.3          , home-folders-secure                      , CIS - Ensure Home Folders Are Secure                                                                                  ,     1, accounts           , true
CIS4.1          , sip-enabled                              , CIS - Ensure System Integrity Protection Status (SIP) Is Enabled                                                      ,     1, system-protection  , true
CIS4.1          , amfi-enabled                             , CIS - Ensure Apple Mobile File Integrity (AMFI) Is Enabled (fleetd required)                                          ,     1, system-protection  , true
CIS4.1          , ssv-enabled                              , CIS - Ensure Sealed System Volume (SSV) Is Enabled (fleetd required)                                                  ,     1, system-protection  , true
CIS2.6          , applications-not-world-writable          , CIS - Ensure Appropriate Permissions Are Enabled for System Wide Applications                                         ,     1, application-control, true
CIS3.3          , no-world-writable-system-dirs            , CIS - Ensure No World Writable Files Exist in the System Folder                                                       ,     1, application-control, true
CIS3.3          , no-world-writable-library-dirs           , CIS - Ensure No World Writable Folders Exist in the Library Folder (Fleetd required)                                  ,     1, application-control, true
CIS5.2          , password-requires-alpha-numeric          , CIS - Ensure Complex Password Must Contain Alphabetic Characters AND Numeric Characters Is Configured (MDM Required)  ,     1, authn              , true
CIS5.2          , password-requires-special                , CIS - Ensure Complex Password Must Contain Special Character Is Configured (MDM Required)                             ,     1, authn              , true
CIS5.2          , password-requires-mixed-case             , CIS - Ensure Complex Password Must Contain Uppercase and Lowercase Characters Is Configured (Fleetd required)         ,     1, authn              , true
CIS5.2          , password-lockout-threshold               , CIS - Ensure Password Account Lockout Threshold Is Configured (Fleetd required)                                       ,     1, authn              , true
CIS5.2          , password-min-length                      , CIS - Ensure Password Minimum Length Is Configured                                                                    ,     1, authn              , true
CIS5.2          , password-max-age                         , CIS - Ensure Password Age Is Configured (Fleetd Required)                                                             ,     1, authn              , true
CIS5.2          , password-history-24                      , CIS - Ensure password history is set to at least 24 (MDM required)                                                    ,     1, authn              , true
CIS8.2          , sudo-logging-enabled                     , CIS -  Ensure Logging Is Enabled for Sudo (Fleetd Required)                                                           ,     1, audit              , true
CIS6.3          , sudo-timeout-zero                        , CIS - Ensure the Sudo Timeout Period Is Set to Zero (Fleetd Required)                                                 ,     1, authz              , true
CIS8.2          , safari-history-audited                   , CIS - Audit Safari Web Browser History and Remove History Items (organization decision needed) (MDM Required)         ,     2, browser            , true
CIS4.1          , safari-auto-open-safe-files-disabled     , CIS - Ensure Automatic Opening of Safe Files in Safari Is Disabled (MDM Required)                                     ,     1, browser            , true
CIS4.1          , safari-prevent-cross-site-tracking       , CIS - Ensure Prevent Cross-site Tracking in Safari Is Enabled (MDM Required)                                          ,     1, browser            , true
CIS4.1          , safari-fraudulent-website-warning        , CIS - Ensure Warn When Visiting A Fraudulent Website in Safari Is Enabled (MDM Required)                              ,     1, browser            , true
CIS4.1          , safari-ad-privacy-protection             , CIS - Ensure Advertising Privacy Protection in Safari Is Enabled (FDA Required)                                       ,     1, browser-privacy    , true
CIS4.1          , safari-show-full-address                 , CIS - Ensure Show Full Website Address in Safari Is Enabled (MDM Required)                                            ,     1, browser            , true
CIS4.1          , safari-show-status-bar                   , CIS - Ensure Show Status Bar Is Enabled (MDM Required)                                                                ,     1, browser            , true
CIS4.1          , terminal-secure-keyboard-entry           , CIS - Ensure Secure Keyboard Entry Terminal.app Is Enabled (MDM Required)                                             ,     1, terminal           , true
CIS8.2          , audit-flags-user-events                  , CIS - Ensure Security Auditing Flags For User-Attributable Events Are Configured Per Local Organizational Requirements,     1, audit              , true
CIS4.1          , show-all-filename-extensions             , CIS - Ensure Show All Filename Extensions Setting is Enabled                                                          ,     1, ui-awareness       , true
CIS6.3          , per-tty-sudo-timestamp                   , CIS - Ensure a Separate Timestamp Is Enabled for Each User/tty (Fleetd Required)                                      ,     1, authz              , true
CIS3.6          , apfs-user-volumes-encrypted              , CIS - Ensure all user storage APFS volumes are encrypted (Fleetd Required)                                            ,     1, encryption         , true
CIS3.6          , corestorage-user-volumes-encrypted       , CIS - Ensure all user storage CoreStorage volumes are encrypted (Fleetd Required)                                     ,     1, encryption         , true
CIS6.3          , admin-cannot-takeover-locked-session     , CIS - Ensure an Administrator Account Cannot Login to Another User's Active and Locked Session (Fleetd Required)      ,     2, authz              , true
CIS5.4          , root-account-disabled                    , "CIS - Ensure the ""root"" Account Is Disabled (Fleetd Required)"                                                     ,     1, accounts           , true
CIS5.4          , guest-home-folder-removed                , CIS - Ensure the Guest Home Folder Does Not Exist                                                                     ,     1, accounts           , true
CIS4.1          , safari-hide-ip-enabled                   , CIS - Ensure the Hide IP Address in Safari is Enabled (Based on organization's policy)                                ,     2, browser-privacy    , true
CIS4.1          , safari-hide-ip-disabled                  , CIS - Ensure the Hide IP Address in Safari is Disabled (Based on organization's policy)                               ,     2, browser-privacy    , true
CIS4.1          , external-intelligence-extensions-disabled, CIS - Ensure external intelligence extensions is disabled (MDM required)                                              ,     2, privacy            , true
CIS4.1          , mail-summarization-disabled              , CIS - Ensure mail summarization is disabled (MDM required)                                                            ,     2, privacy            , true
CIS4.1          , notes-summarization-disabled             , CIS - Ensure notes summarization is disabled (MDM required)                                                           ,     2, privacy            , true
CIS4.1          , writing-tools-disabled                   , CIS - Ensure writing tools is disabled (MDM required)                                                                 ,     2, privacy            , true
